globalId,sex,birthday,familyId
VRH031-01-A (185),Male,08/22/2018,81052
BYK806-01-A (185),Male,06/19/2019,88090
WWM392-01-A (878),Female,06/28/2009,353
YCK660-01-M (560),Female,05/01/2018,86570
HGZ645-01-A (317),Female,05/16/2019,80775
VBK954-01-A (218),Female,07/20/2019,84270
RGM456-01-A (218),Male,10/07/2016,3019
KQD426-01-A (921),Male,05/24/2022,89304
FNV012-01-A (954),,04/13/2022,81829
KLQ720-01-A (186),Male,11/07/2012,1505
FHJ625-01-A (690),Unknown,12/19/2018,85120
JWV093-01-A (680),Male,07/08/2018,89681
ddqPHj6IlIyCdhp2L,,,
YSS711-01-A (845),Female,08/27/2019,82831
LMD940-01-A (855),Male,02/27/2019,84235
XDF604-01-A (921),Female,02/25/2019,81645
TZP582-01-A (110),Male,03/08/2009,251
XMR094-01-A (713),Male,10/09/2022,80020
STT571-01-A (845),Male,12/28/2008,228
LWH477-01-A (482),Male,08/09/2011,621
RDF384-01-A (888),Female,06/05/2015,1680
YZY972-01-A (571),Male,04/11/2009,252
DNV671-01-A (251),Female,09/25/2016,3051
ZPX220-01-A (779),Female,12/18/2009,405
ZVN905-01-A (977),Female,09/29/2022,80341
JSL354-01-A (218),Male,10/04/2019,85598
WSF841-01-A (482),Female,03/28/2020,84786
NMM502-01-A (120),Male,04/14/2023,84562
GTC904-01-A (888),Female,03/06/2019,81210
NQR938-01-A (746),Male,09/23/2012,1520
DNN269-01-A (186),Female,11/10/2018,85326
WSS824-01-A (944),Male,03/23/2023,80119
VZL474-01-A (944),Male,08/27/2018,87505
XSM651-01-A (713),Female,09/19/2018,88312
NCC675-01-A (723),Female,11/29/2018,81243
PJW576-01-A (680),,03/23/2023,87325
KKJ119-01-A (888),Female,10/26/2012,1426
GZC266-01-A (119),Male,01/08/2022,85495
QQF400-01-A (921),Female,01/24/2023,86737
HKF151-01-A (525),Female,05/12/2011,607
LZF826-01-A (449),Female,04/08/2020,83269
HCV991-01-A (185),Female,02/15/2020,84711
RMX477-01-A (878),Female,09/09/2016,2014
NCC571-01-A (558),Female,01/24/2019,89813
LKY181-01-A (383),Male,10/30/2016,2078
VHR369-01-A (647),Male,02/03/2019,80863
MCH579-01-A (954),Male,02/02/2022,81736
FHM866-01-A (120),Female,05/23/2018,82369
WKW938-01-A (110),Female,04/02/2022,83344
QSP854-01-A (746),Male,04/28/2022,89116
CTK424-01-A (921),,06/30/2022,88563
BBM384-01-A (525),Female,10/13/2013,1573
LWJ992-01-A (614),Female,08/04/2021,82939
LHJ971-01-A (120),Female,12/05/2021,89321
VRR401-01-A (548),Male,11/07/2018,87517
WYN485-01-A (176),Female,09/12/2018,81396
GCW956-02-A (251),Female,09/26/2010,501
BQK029-01-A (822),Female,05/28/2021,84418
SPH896-01-A (647),Female,12/09/2019,86807
NFD610-01-A (492),Female,07/15/2010,483
GBC691-01-A (393),Male,01/04/2019,85616
NPG011-01-A (756),Female,03/14/2017,2118
TKM003-01-A (120),Female,09/03/2010,490
JRJ709-01-A (251),Female,03/10/2022,83707
SND172-01-A (120),Female,09/17/2022,82297
VZB299-01-A (779),Female,05/01/2023,85647
XBB050-01-A (558),Male,01/02/2017,2066
SWW585-01-A (208),Female,10/30/2018,83885
GTV387-01-A (680),Female,09/02/2019,87360
GKK984-01-A (119),Female,03/01/2011,553
PBG543-01-A (690),Male,01/06/2023,88919
FMY849-01-A (614),Female,07/29/2018,81197
FTC406-01-A (756),Female,07/29/2021,80600
NMP108-01-A (185),Male,01/11/2009,218
DHY993-01-A (383),Female,12/19/2008,232
CSK716-01-A (120),Female,02/08/2022,84896
TRL850-01-A (548),Male,01/25/2019,81541
TKS480-01-A (515),Unknown,01/20/2019,86012
SYR005-01-A (680),Male,10/01/2017,3136
TSN328-01-N (189),Female,10/11/2018,80299
DWB641-01-A (789),Male,09/03/2016,2052
YYX721-01-A (241),Female,03/02/2023,89686
DMR727-01-M (560),Male,10/12/2018,87424
SCX053-01-A (251),Male,03/22/2019,81536
DHJ682-01-A (723),Female,07/25/2018,81583
RYJ483-01-A (713),Male,04/13/2020,88733
WYR002-01-A (713),Female,09/08/2016,3020
TXF197-01-A (680),Male,09/01/2016,2050
DFB212-01-A (130),Male,04/16/2022,82024
CSN715-01-A (186),Male,12/05/2022,87656
LSZ581-01-A (812),Female,02/17/2022,85293
QRK467-01-M (956),Male,09/27/2019,84407
NZS903-01-A (812),Female,01/20/2023,84514
WDV681-01-A (581),Female,04/25/2009,295
GFH183-01-N (100),Male,11/17/2011,662
NGX536-01-A (416),Female,07/02/2016,2017
QJZ096-01-A (713),Female,02/15/2022,86673
JNL946-01-A (284),Male,01/18/2023,85780
TFX456-01-A (614),Male,10/10/2015,1693
WGH698-01-A (482),Female,03/20/2023,86406
SNC830-01-A (120),Female,11/02/2021,87139
QFS247-01-A (284),Female,08/23/2019,84131
PHT777-01-A (614),Female,06/09/2009,327
LQT261-01-A (383),Male,03/02/2020,82083
YDG462-01-A (153),Female,07/25/2009,352
PYS199-01-A (176),Female,01/06/2023,87932
XSS540-01-A (812),Female,11/11/2019,86050
MZB982-01-A (449),Female,07/26/2022,84071
GNL964-01-A (185),Female,02/24/2016,1709
LLR444-01-A (251),Female,07/11/2010,492
ZGZ083-01-A (779),Female,12/09/2018,85312
YWL484-01-A (977),Male,11/22/2011,648
LJF332-01-A (657),Male,02/05/2020,87974
CNJ877-01-A (186),Female,08/11/2019,86214
RGQ821-01-A (218),Male,04/17/2020,87063
QYM418-01-A (713),Female,09/22/2012,1470
JSV719-01-A (713),Female,03/27/2020,89980
KFC050-01-A (294),Female,02/01/2023,89095
QTH184-01-A (383),Male,12/20/2018,88103
DHS152-01-A (756),Male,12/19/2022,86315
RWV410-02-A (746),Male,11/22/2015,1707
TSH245-01-A (383),Male,08/13/2012,1404
CSS945-01-A (416),Male,03/11/2022,87856
HQY396-01-A (713),Female,09/10/2017,3132
NKL622-01-A (120),Male,09/05/2016,2026
KBJ755-01-A (789),Female,02/25/2020,80881
DNR821-01-A (120),Male,05/13/2019,87451
YRN695-01-A (110),Female,08/13/2019,82597
FWV853-01-A (680),Male,04/22/2019,83324
LYC152-01-A (153),Female,12/14/2018,88400
QHF682-01-A (120),Male,02/01/2019,80921
SNJ492-01-N (825),Male,08/25/2010,486
GWM876-01-N (123),Male,02/07/2019,80370
JYY848-01-A (109),Male,03/21/2019,80873
JYP576-01-A (746),Male,09/30/2009,389
ZGX188-02-A (944),Male,05/26/2013,1587
ZPR445-01-A (878),Male,04/15/2010,411
NDS399-01-A (383),Male,01/27/2010,427
XDS591-01-A (515),Female,04/27/2021,84260
KRH534-01-A (186),Female,09/27/2021,82433
GBN737-01-A (789),Male,04/05/2018,87178
NBF593-01-A (756),Female,05/31/2022,87204
TXK539-01-A (845),Female,11/12/2021,82149
ZXB359-01-A (746),,12/06/2022,85351
DSB371-01-A (657),Female,12/13/2018,88711
QMT063-01-A (416),Male,06/15/2012,1489
NVB331-01-A (954),Female,09/13/2016,3011
CNC205-01-A (360),Male,11/01/2016,3061
VZN005-01-A (680),Female,04/13/2023,88145
JLM760-01-A (153),Female,04/09/2020,81607
BVM948-01-A (383),Male,10/03/2019,88474
XTR824-01-A (977),Male,12/20/2022,85382
YFL745-01-A (416),Male,02/18/2019,88504
BDY460-01-A (822),Female,11/20/2011,674
MND976-01-A (218),Female,12/24/2021,80301
JKF839-01-A (120),Female,05/24/2019,87968
KSZ066-01-A (713),Female,09/18/2018,86361
LRY608-01-A (746),Female,08/05/2019,88850
VHR109-01-A (383),Male,01/14/2019,87416
KKW154-01-A (284),Male,10/10/2016,3017
DVH471-01-A (987),Female,01/11/2020,89086
TLY185-01-A (812),Male,05/22/2012,1494
QHJ854-01-A (185),Male,04/28/2009,283
TLX734-01-A (779),,11/11/2021,84746
PTQ358-01-A (746),Female,11/20/2018,82918
NMZ310-01-A (350),Male,10/14/2012,1466
MWX430-01-A (680),Male,12/28/2019,84549
QQS037-01-A (548),Male,05/23/2020,81283
FFM260-01-A (558),Female,08/30/2020,81420
RQY432-01-A (746),Male,07/28/2022,88068
XXQ539-01-A (175),Male,01/02/2022,86881
FGB822-01-A (360),Female,11/27/2018,86527
SJM969-01-A (647),Female,07/26/2019,86511
XRM042-01-A (482),Male,05/23/2013,1550
HDZ500-01-A (888),,05/17/2023,87896
KWL832-01-A (416),Female,01/13/2023,82511
MXX962-01-A (143),Female,07/02/2012,1427
PLT854-01-A (614),Female,01/26/2022,84490
TCH588-01-A (185),,08/25/2022,89984
ZJZ484-01-A (143),Female,12/27/2018,84396
TSC574-01-A (383),Female,08/23/2017,3108
YSL869-01-A (176),Male,02/21/2022,83563
YVB489-01-A (779),Female,04/14/2013,1571
VPH498-01-A (680),Male,06/09/2019,88615
VTM039-01-A (680),Female,04/24/2011,558
JJP133-01-A (888),Female,11/08/2016,3059
TGF485-01-A (119),Male,09/16/2009,325
JNN395-01-A (284),Female,10/18/2010,546
VKD953-01-A (251),Female,03/19/2019,82170
RFH084-01-A (921),Female,07/27/2018,84736
RGV560-01-B (417),Female,03/09/2012,1364
CFS382-01-A (822),Male,04/16/2009,245
RYW664-01-A (175),Male,11/02/2016,2108
TPN036-01-A (416),Female,08/08/2020,87785
TNW752-01-A (812),Male,06/25/2019,88308
CLP827-01-A (153),Female,09/01/2018,80078
BBS494-01-A (789),Male,12/14/2022,81281
SGZ226-01-A (515),Male,10/03/2011,672
VCP015-01-A (120),Male,09/19/2019,84417
JBR160-01-A (690),Male,02/21/2020,87339
GHM362-01-A (756),Female,03/28/2020,84525
TKT640-01-A (482),Male,05/01/2023,81960
HLW497-01-A (548),Female,11/15/2021,87831
QTF710-01-A (152),Male,01/04/2023,80501
JYT448-01-A (812),Male,12/11/2022,84178
HFF071-01-A (393),Male,09/29/2014,1668
PRZ511-01-A (680),Male,08/29/2018,82767
MPB969-01-A (284),Female,08/15/2019,89975
GWN222-01-A (119),Male,11/22/2022,85882
QWF984-01-A (680),Male,04/12/2011,589
NTZ108-01-A (746),Male,09/09/2018,80634
RYB389-01-A (614),Male,11/03/2022,84009
ZBR363-01-A (383),Female,07/06/2019,84523
FVG572-01-A (186),Male,09/08/2021,82794
CCS971-01-A (855),Female,04/09/2022,87754
WDS605-01-A (350),Male,01/30/2019,87909
XQD155-01-A (317),Female,10/12/2018,82645
XRG155-01-A (449),Female,10/18/2019,89360
TGG591-01-A (186),Female,09/06/2022,84957
PKH666-01-A (218),,03/21/2019,82173
VLK257-01-A (416),Female,12/29/2018,80188
YMT640-01-A (713),Male,10/22/2021,84058
CDR435-01-A (690),Male,11/20/2009,397
MJR181-01-A (152),Female,12/04/2022,86410
KFZ064-01-A (218),Male,05/18/2009,299
MRK463-01-A (284),Male,12/15/2018,83598
TFM445-01-M (593),Female,04/30/2019,83596
VHH078-01-A (218),Female,08/29/2012,1504
NSS334-01-A (515),Male,09/29/2020,84779
GMK178-01-A (120),Male,08/01/2017,3105
STQ126-01-A (614),Male,08/04/2014,1620
TNQ544-01-A (581),Female,12/27/2018,88032
FSS561-01-A (317),Male,01/06/2019,89815
JZM106-01-A (317),Female,10/19/2016,2111
NJS198-01-A (482),,11/07/2022,87315
ZDJ681-01-A (284),Male,05/02/2019,80442
GZK568-01-A (548),Female,02/07/2019,80541
XDS116-01-A (284),Female,06/18/2022,88343
FGY262-01-N (495),Male,11/20/2018,84542
PQV351-01-A (581),Female,10/27/2009,374
VRS663-01-A (911),Male,09/09/2009,317
LRX422-01-A (515),Female,11/20/2016,2127
HRL028-01-A (153),Female,07/24/2019,89970
CGK997-01-A (987),Female,08/31/2017,3122
RMV727-01-A (746),Male,04/16/2017,2126
CNB505-01-A (426),Female,04/18/2018,88118
DGF778-01-A (756),Male,09/27/2016,3046
THV667-01-A (746),Male,09/08/2009,334
MCF636-01-A (690),Male,10/07/2016,3029
FCW336-01-A (921),Male,10/05/2022,87199
MCV210-01-A (822),Male,02/28/2009,202
DJK313-01-A (525),Female,09/21/2016,3032
KFH643-01-A (723),Male,01/03/2023,80102
YRR036-01-A (779),Male,01/05/2020,84650
FJQ036-01-A (855),Male,10/26/2022,80058
JMJ470-01-A (921),,05/08/2023,84088
GVD078-01-A (153),Female,08/10/2019,89315
WXR674-01-A (175),,12/19/2018,82656
BQF686-01-A (954),Male,12/23/2011,694
YCZ323-01-A (515),Male,02/14/2019,88881
LNN293-01-A (251),Female,12/01/2019,89849
GLF779-01-A (153),Male,07/15/2019,83412
YFG901-01-A (153),Female,04/11/2020,84113
TSG388-01-A (614),Female,12/28/2018,86281
ZNG859-01-A (746),Female,11/13/2018,81513
HDD650-01-A (360),Female,04/26/2011,560
KYL401-01-A (218),Male,10/10/2022,82973
JMJ243-01-A (855),Male,02/22/2009,214
DKQ975-01-A (218),Male,11/30/2012,1523
YML634-01-A (548),Male,08/19/2011,569
FGY262-01-M (461),Male,11/20/2018,84542
KSB861-01-A (120),Female,06/10/2020,80126
QSH933-01-A (416),Male,11/15/2018,81347
QGD233-01-A (657),Male,05/05/2021,80941
TCG434-01-A (822),Female,09/01/2021,85781
KGX944-01-A (416),Male,12/15/2018,89024
DHH526-01-A (558),,11/01/2022,88426
DCP767-01-A (888),Male,03/29/2023,85699
PYC005-01-A (186),Female,09/19/2020,84727
YCG039-01-A (120),Female,09/13/2019,87771
WQX112-01-A (713),Male,09/19/2019,82440
HYQ752-01-A (581),Female,10/03/2011,647
ZQN799-01-A (175),Female,12/16/2018,85832
VKP009-01-A (383),Male,06/13/2012,1377
JGN520-01-A (723),Male,06/21/2019,84175
MHS537-01-A (284),Male,09/24/2020,87776
CVY327-01-A (515),Female,09/06/2018,85131
HSY291-01-A (581),Female,11/01/2022,89363
TKY175-01-A (746),Female,11/10/2018,84796
MRG352-01-A (153),Female,12/19/2012,1533
VPY064-01-A (878),Male,06/23/2017,6048
JLY700-01-A (251),Female,05/29/2018,86099
NYV684-01-A (176),Male,05/01/2019,86607
ZRG154-01-A (482),Male,09/13/2019,86045
CHR545-01-A (888),Male,01/29/2020,83938
CMC548-01-A (657),,06/02/2023,89383
XWJ117-01-A (647),Male,08/14/2011,511
YDW028-01-A (515),Female,11/05/2022,81635
PTF351-01-A (152),Male,10/09/2019,82572
JWD232-01-A (921),Male,07/20/2018,82404
DHM832-01-A (723),Female,03/31/2010,452
GLZ418-01-N (825),Male,06/29/2018,83172
SNJ492-01-M (791),Male,08/25/2010,486
MMN454-01-A (218),Female,09/05/2019,89880
QCR075-01-A (119),Male,08/24/2016,3005
CCD021-01-A (898),Female,05/18/2019,81527
GXN388-01-A (581),Female,01/15/2022,83883
NCF108-01-A (525),Female,09/21/2016,2019
CCY328-01-A (921),Male,10/16/2009,372
DQZ583-01-A (548),Male,10/21/2020,84594
SQP406-01-A (515),Female,01/13/2022,84803
CML844-01-A (921),Male,03/16/2019,89099
GQY605-01-A (449),Male,05/02/2019,88627
XDP115-01-A (152),Male,10/10/2010,538
GHF280-01-A (492),Male,02/16/2023,80194
DCH193-01-A (393),Male,11/30/2010,548
KDC194-01-A (525),Female,03/27/2009,333
XCF121-01-A (690),Female,05/11/2022,85739
MPG530-01-A (921),Male,02/01/2022,84487
ZFP512-01-A (317),Male,10/19/2022,80586
LDF455-01-A (657),Female,10/25/2016,6008
TMB738-01-A (218),Female,03/10/2019,80901
CVW352-01-A (383),Female,09/14/2019,84661
JFG065-01-A (591),Male,06/25/2021,87599
CDC739-01-A (426),Female,11/24/2022,86543
LKN392-01-A (152),Female,11/07/2019,83587
NVR479-01-A (911),Male,06/19/2010,487
CCD218-01-A (162),Female,08/28/2019,80318
VST318-01-A (878),Male,01/31/2010,431
LYJ011-01-A (186),Female,10/29/2008,215
YLV568-01-A (143),Male,08/31/2017,3125
VZB638-02-A (713),Female,11/23/2010,535
QGX524-01-A (416),Male,03/17/2016,1904
SHC658-01-A (186),Female,10/12/2019,84720
MRX335-01-A (647),Male,10/23/2017,3140
GLW750-01-A (251),Male,01/30/2020,80246
RKV062-01-A (416),Male,12/19/2019,85377
MSY822-01-A (746),Female,08/18/2018,83499
YLT145-01-N (122),Female,11/14/2011,696
HFH370-01-A (525),,11/13/2018,82524
PNR468-01-A (647),Male,01/03/2019,85971
LSG800-01-A (987),Female,07/19/2020,88975
FJN710-01-A (723),Male,05/28/2019,80608
LCR073-01-A (888),Female,09/20/2016,3052
NZH802-01-A (383),Male,06/08/2019,80232
FSP032-01-A (987),Female,07/16/2019,81337
KMT190-01-A (251),Female,10/16/2018,84705
KWJ594-01-A (515),Female,05/31/2012,1361
JHY914-01-A (350),Male,11/17/2021,88069
DHX100-01-A (690),Male,06/21/2018,81267
VMG428-01-A (317),Male,08/07/2018,80161
WKM224-01-A (284),Female,04/02/2020,85778
VYG648-01-N (287),Female,03/27/2019,82852
MYL630-03-A (482),Female,08/03/2014,1670
GDZ431-01-A (954),,07/07/2020,85818
TXS292-01-A (977),Male,09/26/2022,84571
NKG127-01-A (855),Male,04/27/2010,470
DNB526-01-A (558),Male,03/26/2020,80371
VXN541-01-A (779),Female,07/14/2019,80668
DJN821-01-A (756),Female,09/28/2022,85698
GTQ632-01-A (284),Female,08/02/2018,80593
CFH453-01-A (426),Female,06/26/2010,465
GBN847-01-A (855),Female,03/17/2020,85916
PDH854-01-A (954),Male,06/14/2012,1380
XSB406-01-A (284),Male,01/20/2019,89567
RNB656-01-A (152),Male,11/27/2017,3139
LPG974-01-A (284),Male,07/04/2016,2100
SDY281-01-A (416),Male,03/30/2011,598
RCH363-01-A (822),Male,07/11/2019,85574
PHN877-01-A (449),Male,11/16/2019,82048
WYB885-01-A (812),Female,03/09/2019,86913
CTD272-01-A (723),Female,09/26/2016,3013
VRK165-01-A (548),Male,07/21/2012,1403
WXG364-01-A (680),Male,02/25/2019,88176
GCP510-02-A (525),Female,06/10/2022,82319
JMV898-01-A (779),Female,05/10/2019,86402
PPC906-01-A (119),Male,09/03/2018,80476
RZR609-01-A (110),Female,03/31/2022,85324
YNG455-01-A (449),Male,03/31/2020,84493
KHX530-01-A (152),Female,12/20/2019,80998
CTB190-01-A (624),Male,02/20/2017,2114
LLB055-01-A (657),Male,04/24/2009,309
CRJ273-01-A (888),Male,11/29/2019,88505
QGL340-01-A (888),Male,07/10/2018,88016
YDP643-01-A (383),Female,09/28/2018,82711
KRY635-01-A (713),Male,01/01/2019,83116
SWX990-01-A (241),,04/12/2023,88289
LHM354-01-A (954),Male,06/23/2021,89178
CPJ239-01-A (888),Male,06/22/2011,600
MPT661-01-A (515),Male,10/19/2019,81636
MSG043-01-A (987),Male,08/27/2009,336
VPN686-01-A (845),Female,08/16/2018,83383
RFT277-01-A (449),Male,01/02/2022,85684
XLZ929-01-A (175),Male,04/24/2020,84827
YDX636-01-A (713),Male,09/06/2018,83448
YDD017-01-A (822),Female,11/01/2021,80842
RWR771-01-A (911),Female,02/18/2012,692
JYP178-01-N (122),Female,11/24/2022,82377
QFF855-01-A (120),Female,05/02/2011,595
LWL799-01-A (845),Male,06/15/2011,568
VMT456-01-A (779),Male,10/25/2010,534
PTN126-01-A (416),Female,09/17/2016,3024
MYC522-01-A (119),Male,07/27/2017,3111
BBD445-01-A (162),Male,10/02/2019,84992
RKN004-01-A (120),Female,11/28/2009,401
JTH938-01-A (383),Male,10/24/2016,3068
VJH812-01-A (152),Male,08/31/2022,86473
TCK376-01-A (119),Female,04/06/2012,1388
XHC521-01-A (888),Female,12/24/2012,1529
SPP048-01-A (548),Female,12/22/2008,209
XMZ967-01-A (274),Female,03/29/2022,86047
WZF119-01-A (647),Female,09/08/2019,85718
MYP897-01-A (143),Female,01/09/2010,453
KFQ955-01-A (218),Male,02/28/2019,83830
KBN221-01-A (525),Male,12/19/2018,80517
KXH001-01-A (921),Male,05/25/2018,86599
BKX426-01-A (186),Male,10/24/2022,84581
NMK742-01-A (152),Female,09/29/2009,356
PDW328-01-A (317),Female,10/04/2011,633
DNX591-01-A (350),Male,09/06/2022,82499
LQG249-01-A (152),Male,02/16/2022,87289
JPX531-01-A (416),Female,11/10/2022,89441
RJV872-01-A (680),Female,03/26/2020,89001
ZMF471-01-A (350),Male,05/18/2019,87189
HJW210-01-A (921),Male,02/20/2022,82177
PRH159-01-A (350),Female,07/15/2018,80280
SBB001-01-A (261),Male,08/21/2017,3127
DPZ842-01-A (449),Male,03/24/2023,89139
RHM011-01-A (822),Female,09/21/2019,81610
HXR599-01-A (878),Female,10/04/2011,666
GMS994-01-A (482),Male,05/06/2010,463
WFB144-01-A (789),Male,04/03/2020,82098
HQB638-01-A (921),Male,01/02/2010,400
PJV833-01-A (515),Male,01/27/2023,89009
XDV108-01-A (416),Female,08/06/2012,1508
JFN132-01-A (657),Unknown,12/28/2018,87674
YWZ529-01-A (439),Female,04/18/2020,82348
JFG039-01-A (624),Male,06/11/2019,80584
WPS748-01-A (110),Female,12/20/2018,85262
MWW431-01-A (680),Female,08/01/2021,88132
CSC443-01-A (657),Female,11/20/2017,3149
QRK467-01-N (990),Female,09/27/2019,84407
GFP154-01-A (756),Male,12/05/2016,5016
NNM264-01-A (218),Male,04/01/2020,88922
NFF107-01-A (591),Male,02/22/2020,87995
QSC726-01-A (251),Male,01/24/2019,88638
BWR335-01-A (251),Male,11/26/2012,1507
YJD781-01-A (284),Female,07/06/2017,3100
RNF922-01-A (152),Female,04/25/2013,1532
JQT482-01-A (482),Male,05/18/2015,1688
TKF822-01-A (186),Female,03/09/2022,88066
RLV585-01-A (779),Female,01/14/2010,428
JTV110-01-A (251),Male,02/14/2022,84714
LKY497-01-A (713),Male,06/14/2009,305
LQY206-01-A (515),Male,01/31/2019,88914
XMH232-01-A (185),Male,01/04/2019,87810
NFN023-01-A (756),Female,05/11/2012,1375
YVL672-01-A (911),Male,08/24/2018,81336
TCS680-01-A (317),Female,12/06/2022,85181
YRR928-01-A (109),Female,10/31/2021,89414
RGC782-01-A (954),Male,06/15/2020,84839
WDS670-01-A (416),Male,08/28/2019,86091
HKQ188-01-A (218),,08/05/2022,84708
ZHQ218-01-A (515),Unknown,11/16/2018,83696
KDS985-01-A (317),Female,01/01/2009,204
CBB634-01-A (129),,08/31/2019,82866
LFJ259-01-A (921),Male,12/25/2018,83393
FYB626-01-A (120),Male,11/15/2010,542
MRP007-01-A (251),Male,11/08/2015,1700
MBS013-01-A (723),Female,05/13/2022,83349
ZGM004-01-A (119),Male,06/06/2013,1517
SYX441-01-A (110),Female,02/19/2012,691
LYM038-01-A (482),Male,10/03/2022,84273
CST265-01-A (284),Male,05/10/2009,276
TGC340-01-A (690),Female,02/07/2022,84534
XTM558-01-A (944),Female,11/22/2022,83409
ZPF284-01-A (515),Female,04/25/2016,3016
CYC581-01-A (954),Male,10/12/2010,509
JMT948-01-A (581),Male,09/05/2012,1492
CBP644-01-A (624),Male,12/08/2022,89255
